,id,title,text,entity,negative,key_entity,our_negative,our_key_entity
437,858,唐小僧之后，联璧金融一夜陷入挤兑风波，高返四天王全线阵亡？(附图), {IMG:1} 国内有四大高返平台，分别是钱宝、雅堂金融，唐小僧，联璧金融。 钱宝支撑了7年，雅堂苦捱了5年，唐小僧硬拖了3年，还是没能逃脱倒台的结局。四大高返平台只剩其一，联璧金融成为最后的倔强。 早在昨天，笔者多次登录联璧金融APP未果。 {IMG:2} 笔者咨询了客服，后者回复称：关闭WIFI，晚点试试4G流量、目前系统访问较多，晚点在尝试。 {IMG:3} 今天，我再次尝试打开APP。登录页面无法跳出，直接显示网络连接失败。不过，截止发稿，联璧金融官网已可以打开，但较为缓慢，APP依然登录不了。 {IMG:4} 联璧金融官网也无法打开，电话无法接通。 {IMG:5} 有网友在联璧金融贴吧发布消息称，上海松江公安分局入驻联璧 稍晚些时候，笔者收到一条联璧金融的通知。通知称近日投资者集中挤兑现象较为严重，同时也存在着而已挤兑的情况。 {IMG:6} 说到联璧金融，不得不提斐讯，两者着千丝万缕的联系。 {IMG:7} 今年4月，网传斐讯办公室被砸 借款公司全名打上马赛克，你们还能黑我自融？ 斐讯以路由器起家，凭借0元购的购物模式迅速做大。 消费者买到路由器后，可获取一个K码。 {IMG:8} 下载联璧金融、华夏万家金服等互金平台，激活K码。购买路由器的费用会在一定期限内，通过互金平台分批返还。0元购的模式大行其道，京东路由器销量冠军长期被斐讯路由器霸占。 {IMG:9} 联璧金融、华夏万家金服在斐讯0元购的助力下，迅速做大，质疑声渐多。曾有多家媒体曝光，联璧金融涉嫌自融。 上海勃奈电子有限公司、上海讯恒投资咨询有限公司均为联璧金融的借款方，而迅恒投资的股东徐锦贤是斐讯通信的董事，上海勃奈电子有限公司的大股东金伟又是斐讯数据通信 目前，联璧金融已作脱敏处理，再也看不到借款公司的信息了。 另一家平台华夏万家金服也在公司名称上打上厚厚的马赛，标的信息同样千人一面。 担保函不见编号，融资居间协议就给了一张封面，公司名称一个字也不露出来。 自从这两家平台学会脱敏后，再也没有媒体曝光它们自融啦！ {IMG:10} 法网恢恢，疏而不漏。笔者留有一张截图，作为罪证。 {IMG:11} 位列四大高返平台，羊毛越来越不好薅了 以K3C路由器为例，售价1399元。资金分12期返还，每期相隔30天。第一期返还420元，之后每期返还89年。一年后，1399元尽数返还。 {IMG:12} 斐讯的0元购催生了一大批羊毛党，不少羊毛党利用多张身份证抢购路由器，拿到路由器后尽快折现。 早前，在咸鱼等二手交易网站，关于斐讯路由器的交易频繁。此后，淘宝、咸鱼、转转已屏蔽斐讯，相关产品无法在上述平台转卖。但仍有数家二手平台可以转让斐讯K3C路由器的售价大多为160元左右。K3C路由器官网售价为1399元，同规格路由器的市场价格为500元左右，溢价明显。 {IMG:13} 我们假设羊毛党收到K3C路由器后，以160元的价格卖掉。相当于用1239元（1399元的原价减去160元的出手价），购买了一款分期返还收益的理财产品。 这一产品的收益率为33.77%，还不如部分平台的新手标返利。 {IMG:14} 收益率33.77% 早前，斐讯还可以用京东白条12期免息付款。相当于斐讯合作的金融平台的返现支付京东白条的分期费用，消费者坐享其成，白拿一个路由器。 后来，免息白条斐讯产品的模式也被京东禁止。 {IMG:15} 斐讯被控拖欠3000多万元，疯狂扩大业务范围 4月1日裁决文书网的披露，斐讯拖欠达海工程材料、设备款本金3000多万元及利息。达海方面称，斐讯生产经营陷入困境，已有多家法院陆续查封其资产，土地厂房均被金融机构抵押。上海市松江区人民法院认为，斐讯方面提供的资产负债表、审计报告等显示其资产大于应付债务，故不能认定被申请人资不抵债，最终一审裁定对达海要求斐讯的破产清算申请不予受理。 与此同时，斐讯在各地大面积建厂，资金需求较大。 {IMG:16} 由于闲鱼等二手交易网站屏蔽斐讯，京东白条不再支持斐讯的商品，路由器积压在羊毛党手中，无法出手。斐讯路由器的吸引力大不如前，其业务范围开始不断拓宽。从体脂秤到扫地机器人，从智能音箱到运动手环，无所不包。 商品的种类越来越多，溢价也越来越高。 斐讯体脂秤S7官网售价599元，二手交易平台上全新的S7售价60元。斐讯大能扫地机器人X3官网售价1899元，二手平台售价450元上下。斐讯移动硬盘H11TB官网售价999元，二手平台售价450元左右。虽然溢价明显，但0元购的模式仍保证了一定优势。 为了吸引投资者，斐讯又榜上了区块链。成为橙子PLUS会员，可参与挖矿。 {IMG:17} 斐讯无所不用其极，吸纳的资金还是没有赶上流出的速度。 目前，另一家平台华夏万家金服仍能正常打开。在京东购买斐讯产品的用户，可尽快申请退货。 联璧金融更多进展，可点击阅读原文查看。 {IMG:18} 戳下面的 原文阅读，更有料！ ,联璧金融;唐小僧;雅堂金融;钱宝,1,唐小僧;联璧金融;雅堂金融;钱宝,1,唐小僧;雅堂金融;联璧金融
463,905,@招商银行 你们对消费者就这么不负责任么？ @腾讯新闻  //@守宅喵:深圳招行名下众金所，后改名钱端，爆雷，招行否认自己有责任，叶女士怎么看@新浪财经 @深圳新闻网 @深圳警察杂志 @深圳特区报 @深圳身边事,@招商银行 你们对消费者就这么不负责任么？ @腾讯新闻 http://t.cn/AiKI3v0F //@守宅喵:深圳招行名下众金所，后改名钱端，爆雷，招行否认自己有责任，叶女士怎么看@新浪财经 @深圳新闻网 @深圳警察杂志 @深圳特区报 @深圳身边事,招商银行;众金所;钱端,1,招商银行;钱端,1,招商银行;众金所;钱端
473,921,????#恒丰银行与小资钱包1[超话]##小资钱包涉嫌诈骗[超话]#求解答@海淀公安分局 @扫黑除恶进行时  @任玉岭 @解思忠 @海淀检察@北京海淀法院@最高人民法院@最高人民检察院@法治进行时 @国务院公报 @廉风劲扫贪腐 @北京邮电大学 @中新经纬   @金评媒JPM @北京青年报 @打黑除恶抓恶人@北京12345 @北京晚报,????#恒丰银行与小资钱包1[超话]##小资钱包涉嫌诈骗[超话]#求解答@海淀公安分局 @扫黑除恶进行时  @任玉岭 @解思忠 @海淀检察@北京海淀法院@最高人民法院@最高人民检察院@法治进行时 @国务院公报 @廉风劲扫贪腐 @北京邮电大学 @中新经纬   @金评媒JPM @北京青年报 @打黑除恶抓恶人@北京12345 @北京晚报,小资钱包;恒丰银行;金评媒,1,小资钱包,1,恒丰银行;小资钱包
493,958,,老虎金融2017-08-30北京东城平台失联,老虎金融;京东,1,老虎金融,1,老虎金融;京东
510,981,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包[超话]##扫黑除恶[超话]##全国人大[超话]##小资钱包涉嫌诈骗[超话]# 小资钱包应该被定性为集资诈骗  相关法律法规: 《中华人民共和国刑法》 第一百九十二条【集资诈骗罪】以非法占有为目的，使用诈骗方法非法集资，数额较大的， ?????,????#恒丰银行与小资钱包1[超话]##小资钱包[超话]##小资钱包[超话]##小资钱包[超话]##扫黑除恶[超话]##全国人大[超话]##小资钱包涉嫌诈骗[超话]# 小资钱包应该被定性为集资诈骗  相关法律法规: 《中华人民共和国刑法》 第一百九十二条【集资诈骗罪】以非法占有为目的，使用诈骗方法非法集资，数额较大的， ?????,小资钱包;恒丰银行,1,小资钱包,1,恒丰银行;小资钱包
526,1014,网利宝爆雷 但是我的资金目前还冻结在百信银行 希望贵行千万别把钱转给网利宝@百信银行aiBank ?,网利宝爆雷 但是我的资金目前还冻结在百信银行 希望贵行千万别把钱转给网利宝@百信银行aiBank ?,百信银行;网利宝,1,网利宝,1,百信银行;网利宝
529,1021,#恒丰银行与小资钱包1[超话]##扫黑除恶[超话]##小资钱包涉嫌诈骗[超话]#2019年4月26日，北京市公安局海淀分局对资易贷（北京）金融信息服务有限公司旗下“小资钱包”平台以“非法吸收公众存款”为名进行立案侦查。作为平台受害者，我们十分关注案件的进展。 据受害人调查： 1.平台发布的标的，其大部分...全文：  ?,#恒丰银行与小资钱包1[超话]##扫黑除恶[超话]##小资钱包涉嫌诈骗[超话]#2019年4月26日，北京市公安局海淀分局对资易贷（北京）金融信息服务有限公司旗下小资钱包平台以非法吸收公众存款为名进行立案侦查。作为平台受害者，我们十分关注案件的进展。 据受害人调查： 1.平台发布的标的，其大部分...全文： http://m.weibo.cn/3975701825/4378092753512924 ?,资易贷（北京）金融信息服务有限公司;小资钱包;恒丰银行;资易贷,1,资易贷（北京）金融信息服务有限公司;小资钱包,1,恒丰银行;资易贷（北京）金融信息服务有限公司;小资钱包
537,1044,"????我提出了问题 “网利宝暴雷，赵润龙跑路，你们作为资金存管银行，一点作为都没有吗？”,网利宝暴雷，赵润龙跑路，你们作为资金存管银行，一点作为都没有吗？几十亿的资金去哪儿了？垃圾银行，给说...   @百信银行aiBank ?????","????我提出了问题 网利宝暴雷，赵润龙跑路，你们作为资金存管银行，一点作为都没有吗？,网利宝暴雷，赵润龙跑路，你们作为资金存管银行，一点作为都没有吗？几十亿的资金去哪儿了？垃圾银行，给说... http://t.cn/E90T4zg  @百信银行aiBank ?????",百信银行;网利宝,1,网利宝,1,百信银行;网利宝
547,1064,????@海淀公安分局@最高人民检察院 @最高人民法院@北京海淀法院 @海淀检察 @海淀在线   @北京青年报 强烈要求海淀经侦以经融诈骗定性！！！太多的真凭实据充分说明小资钱包就是典型的金融合同诈骗 ，庞氏骗局 ，绝不是非吸！！！ ！ #小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##中央巡视[超话]#,????@海淀公安分局@最高人民检察院 @最高人民法院@北京海淀法院 @海淀检察 @海淀在线   @北京青年报 强烈要求海淀经侦以经融诈骗定性！！！太多的真凭实据充分说明小资钱包就是典型的金融合同诈骗 ，庞氏骗局 ，绝不是非吸！！！ ！ #小资钱包涉嫌诈骗[超话]##恒丰银行与小资钱包1[超话]##中央巡视[超话]#,小资钱包;恒丰银行,1,小资钱包,1,恒丰银行;小资钱包
558,1083,,@央视新闻@文化人李振斌请全国人民关注南京钱宝案件，南京公安跨省抓捕好几个投资人录忏悔录，诋毁钱旺公司，冻结公司所有资产，造成上千工人实业，几十万商家血本无归，强迫投资人报案，疯狂的删帖删QQ群让老百姓无处发声，暴力拦截和打压群众上访,钱旺;钱宝,1,钱宝,1,钱旺
570,1110,????#中央巡视[超话]#   请求敦促四川省网贷风险应对办、成都市网贷风险应对办、成都市金融局切实履行对成都易捷公司的监管职责   上海市嘉定区注册的上海易贷网（宜贷网），实际运营在成都市锦江区。自清盘的5个月以来，作为其资产端的成都易捷公司，伙同宜贷网大肆非法占有出借人合法财产，虚发假标、自 ?????,????#中央巡视[超话]#   请求敦促四川省网贷风险应对办、成都市网贷风险应对办、成都市金融局切实履行对成都易捷公司的监管职责   上海市嘉定区注册的上海易贷网（宜贷网），实际运营在成都市锦江区。自清盘的5个月以来，作为其资产端的成都易捷公司，伙同宜贷网大肆非法占有出借人合法财产，虚发假标、自 ?????,宜贷网(沪);成都易捷公司;易贷网;宜贷网,1,成都易捷公司;易贷网,1,宜贷网;易贷网;成都易捷公司
